,Entity,EntityName,EntityType,EntityLabel,EntityLabel (Short),EntityLabel (Extended),use_in_alignment
5172,obo.DOID_14748,DOID_14748,class,SotosSyndrome,sotos syndrome,cerebral gigantism sotos syndrome,True
5173,obo.DOID_14753,DOID_14753,class,IsovalericAcidemia,isovaleric acidemia,acid acidemia aciduria coa deficiency dehydrogenase isovaleric,True
5174,obo.DOID_14755,DOID_14755,class,ArgininosuccinicAciduria,argininosuccinic aciduria,acidemia aciduria argininosuccinic,True
5175,obo.DOID_14756,DOID_14756,class,AutosomalDominantTypeIvEhlers-danlosSyndrome,autosomal dominant type iv ehlers-danlos syndrome,autosomal dominant ehlers-danlos iv syndrome type,True
5176,obo.DOID_14757,DOID_14757,class,TypeIiiEhlers-danlosSyndrome,type iii ehlers-danlos syndrome,ehlers-danlos iii syndrome type,True
5177,obo.DOID_14759,DOID_14759,class,AutosomalRecessiveTypeIvEhlers-danlosSyndrome,autosomal recessive type iv ehlers-danlos syndrome,autosomal ehlers-danlos iv recessive syndrome type,True
5178,obo.DOID_14761,DOID_14761,class,GreigCephalopolysyndactylySyndrome,greig cephalopolysyndactyly syndrome,cephalopolysyndactyly greig peculiars polysyndactyly shape skull syndrome,True
5179,obo.DOID_14762,DOID_14762,class,CalcaneonavicularCoalition,calcaneonavicular coalition,calcaneonavicular carpal coalition digital synostoses tarsal,True
5180,obo.DOID_14764,DOID_14764,class,LarsenSyndrome,larsen syndrome,dominant larsen syndrome,True
5181,obo.DOID_14768,DOID_14768,class,Saethre-chotzenSyndrome,saethre-chotzen syndrome,saethre-chotzen syndrome,True
5182,obo.DOID_14773,DOID_14773,class,Cartilage-hairHypoplasia,cartilage-hair hypoplasia,cartilage-hair chondrodysplasia hypoplasia mckusick metaphyseal type,True
5183,obo.DOID_14775,DOID_14775,class,BrittleCorneaSyndrome,brittle cornea syndrome,brittle cornea ehlers-danlos syndrome type vib,True
5184,obo.DOID_14777,DOID_14777,class,BenignFamilialNeonatalEpilepsy,benign familial neonatal epilepsy,benign epilepsy familial neonatal,True
5185,obo.DOID_14778,DOID_14778,class,"Blepharophimosis,Ptosis,epicanthusInversusSyndrome","blepharophimosis, ptosis,epicanthus inversus syndrome",blepharophimosis epicanthus inversus ptosis syndrome,True
5186,obo.DOID_14780,DOID_14780,class,KbgSyndrome,kbg syndrome,kbg syndrome,True
5187,obo.DOID_14784,DOID_14784,class,OlivopontocerebellarAtrophy,olivopontocerebellar atrophy,atrophy olivopontocerebellar syndrome wadia-swami,True
5188,obo.DOID_14789,DOID_14789,class,SpondyloepiphysealDysplasiaCongenita,spondyloepiphyseal dysplasia congenita,congenita dysplasia sedt spondyloepiphyseal tarda x-linked,True
5189,obo.DOID_14793,DOID_14793,class,HypohidroticEctodermalDysplasia,hypohidrotic ectodermal dysplasia,anhidrotic anhydrotic christ-siemens-touraine dysplasia ectodermal hypohidrotic syndrome,True
5190,obo.DOID_14796,DOID_14796,class,DubowitzSyndrome,dubowitz syndrome,dubowitz syndrome,True
5191,obo.DOID_14798,DOID_14798,class,"""blountsDisease""","""blounts disease""",blount deformans disease familial infantile osteochondrosis tibiae type,True
5192,obo.DOID_3388,DOID_3388,class,PeriodontalDisease,periodontal disease,disease periodontal,True
5193,obo.DOID_1485,DOID_1485,class,CysticFibrosis,cystic fibrosis,cf cystic fibrosis mucoviscidosis,True
5194,obo.DOID_1495,DOID_1495,class,CysticEchinococcosis,cystic echinococcosis,cystic disease echinococcosis echinococcus granulosus hydatid infectious liver lung thyroid unilocular,True
5195,obo.DOID_1498,DOID_1498,class,Cholera,cholera,cholera,True
5196,obo.DOID_1509,DOID_1509,class,AvoidantPersonalityDisorder,avoidant personality disorder,anxious avoidant disorder personality,True
5197,obo.DOID_1512,DOID_1512,class,ChronicGonorrheaOfCervix,chronic gonorrhea of cervix,cervix chronic gonorrhea,True
5198,obo.DOID_1513,DOID_1513,class,ChronicCervicitis,chronic cervicitis,cervicitis chronic,True
5199,obo.DOID_1518,DOID_1518,class,CecalDisease,cecal disease,cecal disease,True
5200,obo.DOID_1519,DOID_1519,class,CecumCarcinoma,cecum carcinoma,carcinoma cecum,True
5201,obo.DOID_1521,DOID_1521,class,CecumCancer,cecum cancer,cancer cecum,True
5202,obo.DOID_1522,DOID_1522,class,CecumLymphoma,cecum lymphoma,cecum lymphoma,True
5203,obo.DOID_1523,DOID_1523,class,ColonLymphoma,colon lymphoma,colon lymphoma,True
5204,obo.DOID_1525,DOID_1525,class,NodularNonsuppurativePanniculitis,nodular nonsuppurative panniculitis,nodular nonsuppurative panniculitis,True
5205,obo.DOID_1526,DOID_1526,class,Panniculitis,panniculitis,panniculitis,True
5206,obo.DOID_631,DOID_631,class,Fibromyalgia,fibromyalgia,fibromyalgia,True
5207,obo.DOID_154,DOID_154,class,MixedCellTypeCancer,mixed cell type cancer,cancer cell malignant mixed type,True
5208,obo.DOID_1540,DOID_1540,class,ParathyroidCarcinoma,parathyroid carcinoma,cancer carcinoma gland parathyroid,True
5209,obo.DOID_170,DOID_170,class,EndocrineGlandCancer,endocrine gland cancer,cancer endocrine gland malignant neoplasm,True
5210,obo.DOID_1542,DOID_1542,class,HeadneckCarcinoma,headneck carcinoma,carcinoma head neck,True
5211,obo.DOID_1554,DOID_1554,class,VibratoryUrticaria,vibratory urticaria,urticaria vibratory,True
5212,obo.DOID_1556,DOID_1556,class,ArthusReaction,arthus reaction,arthus reaction,True
5213,obo.DOID_1557,DOID_1557,class,HypersensitivityReactionTypeIiiDisease,hypersensitivity reaction type iii disease,disease hypersensitivity iii reaction type,True
5214,obo.DOID_1562,DOID_1562,class,Chromoblastomycosis,chromoblastomycosis,chromoblastomycosis,True
5215,obo.DOID_1569,DOID_1569,class,MechanicalEctropion,mechanical ectropion,ectropion mechanical,True
5216,obo.DOID_1571,DOID_1571,class,SpasticEctropion,spastic ectropion,ectropion spastic,True
5217,obo.DOID_1572,DOID_1572,class,NormalPressureHydrocephalus,normal pressure hydrocephalus,hydrocephalus normal pressure,True
5218,obo.DOID_1573,DOID_1573,class,CommunicatingHydrocephalus,communicating hydrocephalus,communicate hydrocephalus,True
5219,obo.DOID_1574,DOID_1574,class,AlcoholAbuse,alcohol abuse,abuse alcohol,True
5220,obo.DOID_1575,DOID_1575,class,RheumaticDisease,rheumatic disease,disease rheumatic,True
5221,obo.DOID_1577,DOID_1577,class,LimitedScleroderma,limited scleroderma,limited scleroderma,True
5222,obo.DOID_418,DOID_418,class,SystemicScleroderma,systemic scleroderma,scleroderma systemic,True
5223,obo.DOID_1578,DOID_1578,class,PulmonarySystemicSclerosis,pulmonary systemic sclerosis,disease lung pulmonary sclerosis systemic,True
5224,obo.DOID_1580,DOID_1580,class,DiffuseScleroderma,diffuse scleroderma,diffuse scleroderma,True
5225,obo.DOID_1583,DOID_1583,class,LaryngealTuberculosis,laryngeal tuberculosis,laryngeal tuberculosis,True
5226,obo.DOID_1584,DOID_1584,class,AcuteChestSyndrome,acute chest syndrome,acute chest syndrome,True
5227,obo.DOID_1586,DOID_1586,class,RheumaticFever,rheumatic fever,fever rheumatic,True
5228,obo.DOID_1587,DOID_1587,class,ThrombocytopeniaDueToPlateletAlloimmunization,thrombocytopenia due to platelet alloimmunization,alloimmunization due platelet thrombocytopenia,True
5229,obo.DOID_1591,DOID_1591,class,RenovascularHypertension,renovascular hypertension,hypertension renovascular,True
5230,obo.DOID_1595,DOID_1595,class,EndogenousDepression,endogenous depression,depression endogenous unipolar,True
5231,obo.DOID_1607,DOID_1607,class,HypoglycemicComa,hypoglycemic coma,coma hypoglycemic,True
5232,obo.DOID_5093,DOID_5093,class,ThoracicCancer,thoracic cancer,cancer thoracic thorax,True
5233,obo.DOID_1614,DOID_1614,class,MaleBreastCancer,male breast cancer,breast cancer male malignant neoplasm,True
5234,obo.DOID_1616,DOID_1616,class,BenignEccrineBreastSpiradenoma,benign eccrine breast spiradenoma,benign breast eccrine spiradenoma,True
5235,obo.DOID_1618,DOID_1618,class,BreastFibroadenoma,breast fibroadenoma,breast fibroadenoma juvenile,True
5236,obo.DOID_1623,DOID_1623,class,BreastLeiomyoma,breast leiomyoma,breast leiomyoma,True
5237,obo.DOID_1625,DOID_1625,class,BreastAdenoma,breast adenoma,adenoma breast,True
5238,obo.DOID_1626,DOID_1626,class,BreastDuctPapilloma,breast duct papilloma,breast duct papilloma,True
5239,obo.DOID_1628,DOID_1628,class,IntraductalPapillaryBreastNeoplasm,intraductal papillary breast neoplasm,breast intraductal neoplasm papillary,True
5240,obo.DOID_1627,DOID_1627,class,IntraductalPapilloma,intraductal papilloma,intraductal papilloma,True
5241,obo.DOID_3013,DOID_3013,class,IntraductalBreastNeoplasm,intraductal breast neoplasm,breast intraductal neoplasm,True
5242,obo.DOID_1629,DOID_1629,class,BreastMyofibroblastoma,breast myofibroblastoma,breast myofibroblastoma,True
5243,obo.DOID_1631,DOID_1631,class,BenignBreastPhyllodesTumor,benign breast phyllodes tumor,benign breast cystosarcoma phyllode tumor,True
5244,obo.DOID_1634,DOID_1634,class,BreastPapillomatosis,breast papillomatosis,breast papillomatosis,True
5245,obo.DOID_1637,DOID_1637,class,BreastAngiomatosis,breast angiomatosis,angiomatosis breast,True
5246,obo.DOID_1638,DOID_1638,class,CentralNervousSystemTuberculosis,central nervous system tuberculosis,abscess brain central intracranial meninges nervous system tuberculoma tuberculosis tuberculous,True
5247,obo.DOID_1639,DOID_1639,class,SkeletalTuberculosis,skeletal tuberculosis,osteoarticular skeletal tuberculosis,True
5248,obo.DOID_1641,DOID_1641,class,BenignBreastAdenomyoepithelioma,benign breast adenomyoepithelioma,adenomyoepithelioma benign breast,True
5249,obo.DOID_1642,DOID_1642,class,BreastAdenomyoepithelioma,breast adenomyoepithelioma,adenomyoepithelioma breast malignant,True
5250,obo.DOID_3004,DOID_3004,class,BreastMyoepithelialNeoplasm,breast myoepithelial neoplasm,breast myoepithelial neoplasm,True
5251,obo.DOID_1647,DOID_1647,class,FemaleBreastUpper-innerQuadrantCancer,female breast upper-inner quadrant cancer,breast cancer female quadrant upper-inner,True
5252,obo.DOID_1649,DOID_1649,class,FemaleBreastLower-innerQuadrantCancer,female breast lower-inner quadrant cancer,breast cancer female lower-inner quadrant,True
5253,obo.DOID_1650,DOID_1650,class,FemaleBreastAxillaryTailCancer,female breast axillary tail cancer,axillary breast cancer female tail,True
5254,obo.DOID_1657,DOID_1657,class,VentricularSeptalDefect,ventricular septal defect,defect septal ventricular,True
5255,obo.DOID_1659,DOID_1659,class,SupratentorialCancer,supratentorial cancer,cancer supratentorial,True
5256,obo.DOID_166,DOID_166,class,MelanoticNeuroectodermalTumor,melanotic neuroectodermal tumor,melanotic neuroectodermal tumor,True
5257,obo.DOID_1660,DOID_1660,class,MalignantPinealAreaGermCellNeoplasm,malignant pineal area germ cell neoplasm,area cell germ malignant neoplasm pineal tumor,True
5258,obo.DOID_5032,DOID_5032,class,PinealGlandCancer,pineal gland cancer,cancer gland pineal region tumor,True
5259,obo.DOID_1664,DOID_1664,class,Pineoblastoma,pineoblastoma,pineoblastoma,True
5260,obo.DOID_1670,DOID_1670,class,"""behcetsSyndromeArthropathy""","""behcets syndrome arthropathy""",ankle arm arthropathy behcet foot forearm hand involve leg low multiple pelvic region shoulder site syndrome thigh upper,True
5261,obo.DOID_1672,DOID_1672,class,SpontaneousTensionPneumothorax,spontaneous tension pneumothorax,pneumothorax spontaneous tension,True
5262,obo.DOID_1673,DOID_1673,class,Pneumothorax,pneumothorax,pneumothorax,True
5263,obo.DOID_1677,DOID_1677,class,LowImplantationOfPlacenta,low implantation of placenta,implantation low placenta,True
5264,obo.DOID_1678,DOID_1678,class,ChronicInterstitialCystitis,chronic interstitial cystitis,chronic cystitis interstitial,True
5265,obo.DOID_1680,DOID_1680,class,ChronicCystitis,chronic cystitis,chronic cystitis,True
5266,obo.DOID_1687,DOID_1687,class,NeovascularGlaucoma,neovascular glaucoma,glaucoma neovascular,True
5267,obo.DOID_1700,DOID_1700,class,X-linkedIchthyosis,x-linked ichthyosis,ichthyosis x-linked,True
5268,obo.DOID_1702,DOID_1702,class,IchthyosisVulgaris,ichthyosis vulgaris,ichthyosis vulgaris,True
5269,obo.DOID_1703,DOID_1703,class,"""richtersSyndrome""","""richters syndrome""",richter syndrome,True
5270,obo.DOID_1712,DOID_1712,class,AorticValveStenosis,aortic valve stenosis,aortic rheumatic stenosis valve,True
5271,obo.DOID_62,DOID_62,class,AorticValveDisease,aortic valve disease,aortic disease valve,True
5272,obo.DOID_1713,DOID_1713,class,BenignShudderingAttacks,benign shuddering attacks,attack benign shudder,True
5273,obo.DOID_172,DOID_172,class,ClearCellAcanthoma,clear cell acanthoma,acanthoma cell clear,True
5274,obo.DOID_1724,DOID_1724,class,DuodenalUlcer,duodenal ulcer,curl duodenal ulcer,True
5275,obo.DOID_1726,DOID_1726,class,PartialOfRetinalVeinOcclusion,partial of retinal vein occlusion,occlusion partial retinal vein,True
5276,obo.DOID_1727,DOID_1727,class,RetinalVeinOcclusion,retinal vein occlusion,occlusion retinal vein,True
5277,obo.DOID_173,DOID_173,class,EccrineSweatGlandNeoplasm,eccrine sweat gland neoplasm,eccrine gland neoplasm skin sweat,True
5278,obo.DOID_2664,DOID_2664,class,SweatGlandNeoplasm,sweat gland neoplasm,gland neoplasm sweat,True
5279,obo.DOID_1733,DOID_1733,class,Cryptosporidiosis,cryptosporidiosis,cryptosporidiosis,True
5280,obo.DOID_1738,DOID_1738,class,SmallIntestineLeiomyoma,small intestine leiomyoma,intestine leiomyoma small,True
5281,obo.DOID_174,DOID_174,class,Acanthoma,acanthoma,acanthoma,True
5282,obo.DOID_3168,DOID_3168,class,SquamousCellNeoplasm,squamous cell neoplasm,cell neoplasm squamous,True
5283,obo.DOID_1742,DOID_1742,class,DrugPsychosis,drug psychosis,drug psychosis,True
5284,obo.DOID_1748,DOID_1748,class,ConjunctivalSquamousCellCarcinoma,conjunctival squamous cell carcinoma,carcinoma cell conjunctiva conjunctival invasive neoplasia ocular squamous surface,True
5285,obo.DOID_5467,DOID_5467,class,ConjunctivalCancer,conjunctival cancer,cancer conjunctiva conjunctival malignant neoplasm,True
5286,obo.DOID_175,DOID_175,class,VascularCancer,vascular cancer,artery cancer great leiomyosarcoma malignant neoplasm pulmonary renal tissue tumor vascular vein vessel,True
5287,obo.DOID_1751,DOID_1751,class,MalignantConjunctivalMelanoma,malignant conjunctival melanoma,conjunctival malignant melanoma,True
5288,obo.DOID_1752,DOID_1752,class,OcularMelanoma,ocular melanoma,eye intraocular melanoma ocular,True
5289,obo.DOID_2174,DOID_2174,class,OcularCancer,ocular cancer,cancer eye malignant neoplasm ocular,True
5290,obo.DOID_1754,DOID_1754,class,MitralValveStenosis,mitral valve stenosis,mitral stenosis valve,True
5291,obo.DOID_1757,DOID_1757,class,FacialHemiatrophy,facial hemiatrophy,facial hemiatrophy parry-romberg syndrome,True
5292,obo.DOID_1759,DOID_1759,class,AmericanHistoplasmosis,american histoplasmosis,american histoplasmosis,True
5293,obo.DOID_1760,DOID_1760,class,FacialNerveNeoplasm,facial nerve neoplasm,facial neoplasm nerve,True
5294,obo.DOID_1761,DOID_1761,class,Melkersson-rosenthalSyndrome,melkersson-rosenthal syndrome,melkersson-rosenthal syndrome,True
5295,obo.DOID_9297,DOID_9297,class,LipDisease,lip disease,disease lip,True
5296,obo.DOID_1768,DOID_1768,class,ConversionDisorder,conversion disorder,conversion disorder,True
5297,obo.DOID_1770,DOID_1770,class,ToxicMegacolon,toxic megacolon,megacolon toxic,True
5298,obo.DOID_1776,DOID_1776,class,LabyrinthineUnilateralReactiveLoss,labyrinthine unilateral reactive loss,labyrinthine loss reactive unilateral,True
5299,obo.DOID_1777,DOID_1777,class,UnilateralHyperactiveLabyrinth,unilateral hyperactive labyrinth,hyperactive labyrinth unilateral,True
5300,obo.DOID_1785,DOID_1785,class,PituitaryCancer,pituitary cancer,cancer gland pituitary,True
5301,obo.DOID_1786,DOID_1786,class,AdrenalRestTumor,adrenal rest tumor,adrenal rest tumor,True
5302,obo.DOID_1788,DOID_1788,class,PeritonealMesothelioma,peritoneal mesothelioma,advanced malignant mesothelioma peritoneal,True
5303,obo.DOID_1790,DOID_1790,class,MalignantMesothelioma,malignant mesothelioma,advanced asbestos-related malignant mesothelioma,True
5304,obo.DOID_1789,DOID_1789,class,BenignPeritonealMesothelioma,benign peritoneal mesothelioma,benign mesothelioma peritoneal,True
5305,obo.DOID_1791,DOID_1791,class,PeritonealCarcinoma,peritoneal carcinoma,carcinoma peritoneal primary,True
5306,obo.DOID_1792,DOID_1792,class,PancreasLymphoma,pancreas lymphoma,lymphoma pancreas,True
5307,obo.DOID_1793,DOID_1793,class,PancreaticCancer,pancreatic cancer,body cancer head malignant neoplasm pancreas pancreatic tail,True
5308,obo.DOID_1795,DOID_1795,class,TumorOfExocrinePancreas,tumor of exocrine pancreas,exocrine malignant pancreas tumor,True
5309,obo.DOID_1796,DOID_1796,class,PancreasSarcoma,pancreas sarcoma,pancreas sarcoma,True
5310,obo.DOID_1798,DOID_1798,class,PancreaticEndocrineCarcinoma,pancreatic endocrine carcinoma,carcinoma endocrine pancreatic,True
5311,obo.DOID_1799,DOID_1799,class,IsletCellTumor,islet cell tumor,cancer cell endocrine islet pancreas tumor,True
5312,obo.DOID_180,DOID_180,class,OssifyingFibroma,ossifying fibroma,fibroma ossify,True
5313,obo.DOID_1800,DOID_1800,class,NeuroendocrineCarcinoma,neuroendocrine carcinoma,carcinoma neuroendocrine,True
5314,obo.DOID_1802,DOID_1802,class,Mononeuritis,mononeuritis,mononeuritis,True
5315,obo.DOID_1803,DOID_1803,class,Neuritis,neuritis,neuritis,True
5316,obo.DOID_1811,DOID_1811,class,ReflexSympatheticDystrophy,reflex sympathetic dystrophy,dystrophy reflex sympathetic,True
5317,obo.DOID_1822,DOID_1822,class,SecondaryLacrimalAtrophy,secondary lacrimal atrophy,atrophy lacrimal secondary,True
5318,obo.DOID_1824,DOID_1824,class,StatusEpilepticus,status epilepticus,epilepticus status,True
5319,obo.DOID_1825,DOID_1825,class,ChildhoodAbsenceEpilepsy,childhood absence epilepsy,absence childhood epilepsy pyknolepsy,True
5320,obo.DOID_1835,DOID_1835,class,MononeuritisMultiplex,mononeuritis multiplex,mononeuritis multiplex,True
