,SrcEntity,TgtEntity,SrcLabel,TgtLabel,label
3389,C5846,DOID_3698,colloidal adenocarcinoma of the bile duct,adenocarcinoma bile duct mucinous,1
3390,C5569,DOID_7181,benign skin schwannoma,benign dermal neurilemmoma,1
3391,C26908,DOID_3480,disease or syndrome,disease uveal,1
3392,C4130,DOID_4075,associate bile biliary carcinoma cystadenocarcinoma cystic duct invasive mcn mucinous neoplasm neoplastic process,bile cystadenocarcinoma duct,1
3393,C27849,DOID_7293,adenocarcinoma corpus endometrial endometrioid neoplastic oxyphilic process uterine,adenocarcinoma endometrial endometrioid mucin rich,0
3394,C4257,DOID_5127,bizarre leiomyoma,bizarre leiomyoma,1
3395,C27597,DOID_0060557,disease iiird nerve oculomotor paralysis syndrome,apraxia ataxia ataxia oculomotor oculomotor type,0
3396,C27849,DOID_6865,neoplastic process,adenocarcinoma endometrial endometrioid oxyphilic,1
3397,C7729,DOID_7958,cancer car carcinoma cell epidermoid neoplastic penile penis process squamous,carcinoma cell penile sarcomatoid squamous,0
3398,C3562,DOID_4143,malignant orbital tumor,cancer orbit orbital,1
3399,C27067,DOID_1428,endocrine pancreas disorder,disease endocrine pancreas,1
3400,C5532,DOID_2885,benign neoplasm neoplastic phyllode process prostate tumor,benign prostate phyllodes tumor,1
3401,C34848,DOID_4196,behavioral dysfunction mental neurosis,dysfunction femoral nerve neuropathy,0
3402,C40439,DOID_7651,sccoht,carcinoma cell hypercalcemic ovarian small type,1
3403,C3564,DOID_1748,conjunctiva conjunctival malignant neoplasm neoplastic process tumor,carcinoma cell conjunctiva conjunctival invasive neoplasia ocular squamous surface,0
3404,C61262,DOID_12798,disease iii mucopolysaccharidosis sanfilippo syndrome type,mucopolysaccharidosis,0
3405,C5237,DOID_3002,neoplastic process,neoplasm neuroendocrine ovary,1
3406,C74995,DOID_3852,disease holoprosencephaly syndrome type,bowel colon gastric hamartoma jeghers peutz peutz jeghers polyp small syndrome,0
3407,C61262,DOID_0050809,disease iii mucopolysaccharidosis sanfilippo syndrome type,ix mucopolysaccharidosis,0
3408,C6568,DOID_4454,pediatric renal cell carcinoma,carcinoma cell childhood kidney,1
3409,C84729,DOID_225,disease gilbert syndrome,syndrome,0
3410,C82342,DOID_12858,hd,disease huntington,1
3411,C6848,DOID_5099,adenocarcinoma ear middle neoplastic process,cancer ear middle,0
3412,C84270,DOID_0080164,abnormality eosinophilia fgfr1 gene lymphoid myeloid neoplasms neoplastic pcm1 jak2 pdgfra pdgfrb process rearrangement,abnormality alpha beta eosinophilia factor fgfr1 fibroblast group growth hematologic lymphoid myeloid neoplasm neoplasms pcm1 jak2 pdgfra pdgfrb platelet derived rearrangement receptor receptor 1,1
3413,C3980,DOID_11364,disease epilepsy syndrome visual,lens subluxation,0
3414,C84802,DOID_0050769,disease kluver bucy syndrome,syndrome,0
3415,C7484,DOID_2596,laryngeal larynx malignant neoplasm neoplastic process tumor,larynx cancer,1
3416,C6780,DOID_7179,acidophil adenoma eosinophil gland neoplastic pituitary process,adenoma eosinophil basophil mixed,0
3417,C3179,DOID_0080187,chronic leukemia neoplastic neutrophilic process,chronic leukemia neutrophilic,1
3418,C126741,DOID_0050559,disease or syndrome,congenital dystrophy fukuyama muscular,1
3419,C5166,DOID_4679,breast carcinoma mucoepidermoid neoplastic process,breast carcinoma mucoepidermoid,1
3420,C82342,DOID_12858,chorea disease hd huntington syndrome,disease huntington,1
3421,C6903,DOID_5505,ependymoma neoplastic process tanycytic,ependymoma papillary,0
3422,C4341,DOID_0050748,mzl,b cell lymphoma marginal zone,1
3423,C84926,DOID_0050765,neuroacanthocytosis,neuroacanthocytosis,1
3424,C6568,DOID_4454,cancer carcinoma cell childhood kidney neoplastic pediatric process renal,childhood kidney cell carcinoma,1
3425,C7928,DOID_6053,pediatric germ cell neoplasm,cancer cell germ pediatric,1
3426,C7788,DOID_9138,carcinoma of the stomach stage 0,carcinoma situ stomach,1
3427,C3543,DOID_14546,malignant neoplasm neoplastic process sinus sphenoid sphenoidal tumor,cancer sinus sphenoidal,1
3428,C34970,DOID_11104,disease fever syndrome,fever spot,0
3429,C6836,DOID_8093,ethmoid neoplastic papilloma process schneiderian sinus,maxillary papilloma schneiderian sinus,0
3430,C3687,DOID_6257,papillary adenoma,adenoma chromophil kidney,1
3431,C27399,DOID_4844,adult cord ependymoma neoplastic process spinal,benign ependymoma,0
3432,C7368,DOID_14717,benign calcify epithelioma epitherlioma follicle hair malherbe neoplasm neoplastic no pilomatricoma pilomatrixoma process,centronuclear myopathy,0
3433,C9227,DOID_1924,hypogonadotropism,hypogonadism,1
3434,C39976,DOID_3577,adenoma cell neoplastic no process sertoli tumor,cell sertoli tumor,1
3435,C119054,DOID_0050854,disease muckle wells mws syndrome,muckle wells syndrome,1
3436,C6840,DOID_8093,invert maxillary neoplastic papilloma process schneiderian sinus,maxillary papilloma schneiderian sinus,0
3437,C3192,DOID_10190,benign lipoma neoplastic no process,lipoma liver,0
3438,C27248,DOID_9601,cranial fasciitis neoplastic nodular process pseudosarcomatous,fasciitis ischemic,0
3439,C7484,DOID_2600,laryngeal larynx malignant neoplasm neoplastic process tumor,carcinoma laryngeal,0
3440,C85175,DOID_3557,artery disease mesenteric superior syndrome,artery mesenteric superior syndrome,1
3441,C85175,DOID_3557,superior mesenteric artery syndrome,artery mesenteric superior syndrome,1
3442,C6849,DOID_337,accessory neoplastic paranasal process sarcoma sinus,accessory neoplasm nerve spinal,0
3443,C4558,DOID_6524,malignant melanoma of ciliary body,body ciliary malignant melanoma,1
3444,C45745,DOID_0080198,arachnocytosis of the myocardium,cardiomyopathy histiocytoid infantile,1
3445,C98871,DOID_0090129,carnitine palmitoyltransferase i deficiency,1a carnitine cpt cpt1a deficiency hepatic ia l cpt1 palmitoyl palmitoyltransferase transferase type,1
3446,C7266,DOID_7169,basaloid carcinoma cell large lung neoplastic process,carcinoma cell large lung occult,0
3447,C8271,DOID_7817,astrocytoma ependymoma mixed neoplastic process,astrocytoma ependymoma oligodendroglioma mixed,0
3448,C85078,DOID_0050817,disease stargardt syndrome,stargardt disease,1
3449,C7484,DOID_2598,laryngeal larynx malignant neoplasm neoplastic process tumor,benign laryngeal neoplasm,0
3450,C45745,DOID_0080198,arachnocytosis cardiac cardiomyopathy cell congenital disease hamartoma histiocytoid infantile isolated lipidosis myocardial myocardium oncocytic purkinje syndrome xanthomatous,infantile histiocytoid cardiomyopathy,1
3451,C3213,DOID_0060221,chondroplasia angiomatosis,maffucci syndrome,1
3452,C4131,DOID_5015,cancer carcinoma cell fibrolamellar fibrous flc hepatocellular liver neoplastic oncocytic polygonal process stroma tumor type,carcinoma fibrolamellar,1
3453,C3744,DOID_0060694,benign breast fibroadenoma neoplastic process,ataxia cayman cerebellar type,0
3454,C4504,DOID_3016,malignant phyllodes tumor of the breast,breast cystosarcoma malignant phyllode tumor,1
3455,C5152,DOID_14152,sarcoma of spinal cord,cord sarcoma spinal,1
3456,C122577,DOID_5032,asthmaticus disease status syndrome,cancer gland pineal region tumor,0
3457,C27420,DOID_3747,cancer carcinoma esophageal esophagus neoplastic process verrucous,esophagus verrucous carcinoma,1
3458,C5700,DOID_5040,granular cell esophagus myoblastoma,cell esophageal granular malignant tumor,1
3459,C6601,DOID_5046,cell granular mediastinal mediastinum myoblastoma neoplasm neoplastic process tumor,mediastinal granular cell myoblastoma,1
3460,C6606,DOID_5488,mediastinal mediastinum neoplastic process sarcoma,mediastinum sarcoma synovial,0
3461,C6383,DOID_3740,verrucous carcinoma of the vulva,carcinoma verrucous vulva,1
3462,C4130,DOID_4075,biliary cystadenocarcinoma,bile cystadenocarcinoma duct,1
3463,C5313,DOID_7820,meningioma neoplastic process sphenocavernous,sphenocavernous meningioma,1
3464,C3099,DOID_684,liver cell cancer hepatocellular carcinoma,adult carcinoma hepatocellular primary,1
3465,C131685,DOID_0111054,disease syndrome type von willebrand,disease iii type von vwd vwd3 willebrand,0
3466,C4907,DOID_11516,cardiomegaly disease hypertensive syndrome,hypertensive heart disease,1
3467,C34918,DOID_824,disease periodontitis syndrome,periodontitis,1
3468,C84391,DOID_0050948,age related amd armd degeneration disease macular syndrome,autosomal dominant hypophosphatemic rickets,0
3469,C4616,DOID_0050134,cutaneous lipoma neoplastic process skin,cutaneous mycosis,0
3470,C3366,DOID_8541,sezarys disease,disease sezary,1
3471,C4816,DOID_4407,photodermatitis,dermatitis phototoxic,1
3472,C6043,DOID_4514,angiosarcoma of thyroid,angiosarcoma thyroid,1
3473,C3099,DOID_684,cancer carcinoma cell hcc hepatocellular hepatoma lihc liver malignant neoplastic primary process,hepatocellular carcinoma,1
3474,C3213,DOID_0060221,chondrodysplasia with hemangioma,maffucci syndrome,1
3475,C7700,DOID_11432,adenocarcinoma neoplastic ovarian ovary process,endometriosis ovarian ovary,0
3476,C6176,DOID_1426,carcinoma cell neoplastic neuroendocrine process small ureter ureteral,disease ureteral,0
3477,C35397,DOID_10330,disease or syndrome,pneumoconiosis slate,1
3478,C84777,DOID_1702,bullosa disease ichthyosis siemens syndrome,ichthyosis vulgaris,0
3479,C35558,DOID_7089,tall cell variant papillary carcinoma,carcinoma cell papillary tall variant,1
3480,C50503,DOID_13336,congenital disease syndrome toxoplasmosis,congenital toxoplasmosis,1
3481,C35770,DOID_0050644,arteriosclerosis disease monckeberg mo nckeberg syndrome,arterial arteriosclerosis calcification generalize idiopathic infancy infantile,0
3482,C27466,DOID_0080150,acth acth producing adrenocorticotropic cushing ectopic hormone neoplasm neoplastic net neuroendocrine pancreatic process produce syndrome tumor,adrenocorticotropic deficiency hormone,0
3483,C3213,DOID_0060221,maffucci syndrome,maffucci syndrome,1
3484,C26734,DOID_1458,abnormality congenital disease hypothyroidism syndrome,hypothyroidism postsurgical,0
3485,C39957,DOID_745,adenocarcinoma epididymal epididymis neoplastic process,adenomatoid epididymis tumor,0
3486,C6584,DOID_4175,lymph myofibroblastoma neoplastic node palisade process,isoimmunization rh,0
3487,C5364,DOID_5262,cardiac heart leiomyosarcoma neoplastic process,cardiac heart sarcoma,0
3488,C7484,DOID_2596,malignant laryngeal neoplasm,cancer larynx,1
3489,C84532,DOID_0050769,acrodermatitis disease syndrome,syndrome,0
3490,C6089,DOID_4893,neoplastic process,carcinoma ear middle,1
3491,C5461,DOID_4439,germ cell tumor of cns,cell central germ nervous system tumor,1
3492,C27849,DOID_7289,adenocarcinoma corpus endometrial endometrioid neoplastic oxyphilic process uterine,adenocarcinoma corpus endometrioid secretory uterine,0
3493,C5130,DOID_4877,adenoid cystic carcinoma of breast,adenoid breast carcinoma cystic,1
3494,C5475,DOID_5516,gastric stomach squamous cell cancer,carcinoma cell gastric squamous,1
3495,C99041,DOID_403,agenesis disease renal syndrome,disease mouth,0
3496,C9242,DOID_219,colon colonic malignant neoplasm neoplastic process tumor,cancer colon,1
3497,C8810,DOID_3357,extraosseous extraskeletal malignant neoplastic osteogenic osteosarcoma process sarcoma soft tissue,extraosseous osteosarcoma,1
3498,C2993,DOID_14250,disease syndrome trisomy,syndrome,1
3499,C26816,DOID_12450,blood cell decrease laboratory leukocytopenia leukopenia result test white,pancytopenia,0
3500,C27420,DOID_3747,verrucous carcinoma of the esophagus,carcinoma esophagus verrucous,1
3501,C5301,DOID_4587,familial hereditary meningioma neoplastic process,benign meningioma,0
3502,C3562,DOID_4143,malignant orbit neoplasm,cancer orbit orbital,1
3503,C42058,DOID_5193,ganglioneuroblastoma neoplastic nodular process,ganglioneuroblastoma nodular,1
3504,C54287,DOID_7483,carcinoma cell cylindrical neoplastic non keratinizing process ringertz schneiderian sinonasal squamous transitional,carcinoma cell cervical keratinize squamous,0
3505,C7283,DOID_5118,cystic neoplastic ovarian process teratoma,cystic ovarian teratoma,1
3506,C5833,DOID_6370,osteosarcoma of the liver,hepatic osteogenic sarcoma,1
3507,C6068,DOID_9694,accessory lymphoma neoplastic paranasal primary process sinus,myocarditis toxic,0
3508,C3997,DOID_3864,childhood medulloblastoma neoplastic pediatric process,adult brain medulloblastoma,0
3509,C4641,DOID_4863,astrocytoma of spinal cord,astrocytoma cord spinal,1
3510,C84270,DOID_0080164,myeloid and lymphoid neoplasms with eosinophilia and abnormalities of pdgfra pdgfrb or fgfr1,abnormality alpha beta eosinophilia factor fgfr1 fibroblast group growth hematologic lymphoid myeloid neoplasm neoplasms pcm1 jak2 pdgfra pdgfrb platelet derived rearrangement receptor receptor 1,1
3511,C5832,DOID_8022,hepatic fibrosarcoma,fibrosarcoma liver,1
3512,C2955,DOID_0080199,colorectal carcinoma,carcinoma colorectal,1
3513,C5707,DOID_1108,melanoma of the esophagus,esophagus melanoma,1
3514,C3153,DOID_2999,krukenberg neoplasm neoplastic process tumor,cell granulosa malignant neoplasm tumor,0
3515,C60641,DOID_431,carcinoma colon medullary neoplastic process,myofascial pain syndrome,0
3516,C4660,DOID_264,fibrous hemangiopericytoma meningeal meninges neoplastic process solitary tumor,hemangiopericytoma malignant,0
3517,C82342,DOID_12858,disease or syndrome,disease huntington,1
3518,C3575,DOID_162,cancer endocrine gland malignant neoplasm neoplastic no process tumor,cancer malignant neoplasm primary tumor,0
3519,C3980,DOID_5691,disease epilepsy syndrome visual,cortex disease visual,0
3520,C27864,DOID_1398,disease infection parasitic syndrome,disease infectious parasitemia parasitic,1
3521,C26748,DOID_0060423,diabetic disease neuropathy syndrome,6q11 q14 chromosome deletion syndrome,0
3522,C27445,DOID_8151,appendiceal l cell glucagon like peptide producing neuroendocrine tumor,appendiceal glucagon like glucagonoma l cell malignant peptide produce tumor,1
3523,C3868,DOID_903,gastrointestinal gist neoplasm neoplastic no process stromal tumor,gastrointestinal lymphoma,0
3524,C7813,DOID_6161,cell neoplasm neoplastic plasma process refractory,cell childhood germ mixed testicular tumor,0
3525,C39992,DOID_6232,biphasic neoplastic ovarian process teratoma triphasic,biphasic ovarian teratoma triphasic,1
3526,C2955,DOID_0080199,large intestine cancer,carcinoma colorectal,1
3527,C137957,DOID_0110645,lqt2,long lqt2 qt syndrome,1
3528,C40439,DOID_7651,carcinoma cell hypercalcemic neoplastic ovarian process sccoht small type,carcinoma cell hypercalcemic ovarian small type,1
3529,C94349,DOID_11243,behavioral dysfunction ejaculation mental premature,anemia prematurity,0
3530,C6848,DOID_14227,adenocarcinoma ear middle neoplastic process,azoospermia failure spermatogenic,0
3531,C6089,DOID_4893,carcinoma ear middle neoplastic process,middle ear carcinoma,1
3532,C3398,DOID_2664,tumor of sweat gland,gland neoplasm sweat,1
3533,C3366,DOID_0110197,ctcl cutaneous disease lymphoma neoplastic process sezary syndrome se zary t cell,charcot marie tooth cmtdi1 cmtdib di cmtb disease dominant intermediate neuropathy,0
3534,C92197,DOID_1203,behavioral disorder dissociative dysfunction mental,disorder drug induced mental,0
3535,C84391,DOID_0110015,age related amd armd degeneration disease macular syndrome,age armd2 degeneration macular relate,0
3536,C61262,DOID_12801,mucopolysaccharidosis type iii,deficiency heparan iii mucopolysaccharidosis sulfatase sulfate,1
3537,C123215,DOID_0060076,acute disease pyelonephritis syndrome,breast cancer estrogen receptor negative,0
3538,C27996,DOID_5844,myocardial infarction,infarction myocardial,1
3539,C40320,DOID_5313,alveolar neoplastic part process sarcoma soft vulvar,vulvar alveolar soft part sarcoma,1
3540,C118634,DOID_0060844,norrie syndrome,atrophia blindness bulborum disease episkopi hereditaria norrie norrie warburg,1
3541,C4664,DOID_707,cell disease disorder gamma gran granular large leuk leukemia lgll lymph lymphocyte lymphocytic lymphocytosis lymphogenous lymphoid lymphoproliferative malignant neoplastic process t cell t gamma t lgl tgamma,b cell lymphocytic lymphoma neoplasm,0
